id|Nationality|Nationality_Region|Nationality_IncomeGroup|aff_country|aff_country_Region|aff_country_IncomeGroup|Gender|Citations|Productivity|Degree
ur.010744103533.08|BE|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|6568|2|2
ur.07671053722.37|DK|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|12089|3|4
ur.01063462075.72|DK|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||4140|1|2
ur.010347227671.86|AR|Latin America & Caribbean|Upper middle income|United Kingdom|Europe & Central Asia|High income||4137|1|0
ur.011503741555.45|BO|Latin America & Caribbean|Lower middle income|Germany|Europe & Central Asia|High income||4133|1|1
ur.0626002315.29|US|North America|High income|Germany|Europe & Central Asia|High income|male|4133|1|1
ur.012052762212.32|NL|Europe & Central Asia|High income|United States|North America|High income||4117|1|0
ur.01011432422.64|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|4104|1|6
ur.01341760161.74|FR|Europe & Central Asia|High income|United States|North America|High income|female|4104|1|6
ur.0743317222.75|GR|Europe & Central Asia|High income|United States|North America|High income|male|4104|1|6
ur.01176562633.51|AR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|4104|1|6
ur.01214007322.11|FR|Europe & Central Asia|High income|United States|North America|High income|male|4104|1|6
ur.01334447261.50|IT|Europe & Central Asia|High income|United States|North America|High income|male|4104|1|6
ur.0635520333.14|IT|Europe & Central Asia|High income|United States|North America|High income|male|4104|1|6
ur.01360117561.19|FI|Europe & Central Asia|High income|Finland|Europe & Central Asia|High income|male|4098|1|4
ur.0612432253.33|NP|South Asia|Lower middle income|Finland|Europe & Central Asia|High income|female|4098|1|4
ur.0635721334.48|FI|Europe & Central Asia|High income|Finland|Europe & Central Asia|High income|male|4098|1|4
ur.01250104272.04|FI|Europe & Central Asia|High income|Finland|Europe & Central Asia|High income|male|4098|1|4
ur.07455163645.15|FI|Europe & Central Asia|High income|Finland|Europe & Central Asia|High income|male|4098|1|4
ur.015270531657.44|JM|Latin America & Caribbean|Upper middle income|United Kingdom|Europe & Central Asia|High income||4095|1|0
ur.011651254234.93|DZ|Middle East & North Africa|Lower middle income|United States|North America|High income||4094|1|0
ur.012361577075.21|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|4056|1|2
ur.0656727151.06|AR|Latin America & Caribbean|Upper middle income|Italy|Europe & Central Asia|High income|female|4056|1|2
ur.016613547502.34|FJ|East Asia & Pacific|Upper middle income|Italy|Europe & Central Asia|High income|male|4056|1|2
ur.01201324653.11|CH|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|4032|1|2
ur.01222477634.43|AT|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|4032|1|2
ur.01004301041.27|CZ|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|4032|1|2
ur.012726244756.21|MQ|||United States|North America|High income|male|4026|1|0
ur.010064430117.94|VN|East Asia & Pacific|Lower middle income|United States|North America|High income||4023|1|0
ur.01027345757.23|KR|East Asia & Pacific|High income|United States|North America|High income|female|3978|1|3
ur.01016454100.33|TR|Europe & Central Asia|Upper middle income|United States|North America|High income|male|3978|1|3
ur.013005333675.17|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|3977|1|2
ur.011333424015.35|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|3977|1|2
ur.016347576421.26|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|9035|3|12
ur.015552570057.40|SE|Europe & Central Asia|High income|United States|North America|High income||3963|1|1
ur.0704113004.84|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|6031|2|3
ur.0612231577.82|IL|Middle East & North Africa|High income|United States|North America|High income|male|5986|2|5
ur.01104353541.94|IL|Middle East & North Africa|High income|Canada|North America|High income|male|3913|1|0
ur.01046056107.42|IL|Middle East & North Africa|High income|United States|North America|High income|male|3911|1|1
ur.010461016357.18|CZ|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3897|1|0
ur.01203015411.47|MQ|||Denmark|Europe & Central Asia|High income|male|3887|1|2
ur.015455602716.24|DK|Europe & Central Asia|High income|Denmark|Europe & Central Asia|High income||3887|1|2
ur.01215263003.24|DK|Europe & Central Asia|High income|Denmark|Europe & Central Asia|High income|male|3887|1|2
ur.010312536442.87|NZ|East Asia & Pacific|High income|United States|North America|High income|male|3887|1|0
ur.0621614370.46|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3885|1|3
ur.0600113217.27|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|female|3885|1|3
ur.01315022371.36|SQ|||United States|North America|High income|male|3885|1|3
ur.0720200473.56|PL|Europe & Central Asia|High income|United States|North America|High income|female|3885|1|3
ur.0614341247.26|NZ|East Asia & Pacific|High income|Germany|Europe & Central Asia|High income|male|6203|2|4
ur.0772772642.38|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3879|1|3
ur.01262630264.32|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3879|1|3
ur.01324610003.38|IL|Middle East & North Africa|High income|Germany|Europe & Central Asia|High income|male|6203|2|4
ur.014430311003.45|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|3877|1|0
ur.01033502724.25|US|North America|High income|United States|North America|High income|male|6793|2|1
ur.01270603261.06|CH|Europe & Central Asia|High income|United States|North America|High income||3860|1|2
ur.01201156072.19|CA|North America|High income|United States|North America|High income||3860|1|2
ur.016655021251.53|GB|Europe & Central Asia|High income|Australia|East Asia & Pacific|High income||3860|1|2
ur.0640705433.20|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|7051|2|11
ur.01152537116.59|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|7051|2|11
ur.01133634533.98|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|7051|2|11
ur.01011111364.88|CN|East Asia & Pacific|Upper middle income|Canada|North America|High income|male|3818|1|6
ur.0672120757.84|CN|East Asia & Pacific|Upper middle income|Canada|North America|High income|male|3818|1|6
ur.01245702733.57|CA|North America|High income|Canada|North America|High income|male|3818|1|6
ur.01320646106.00|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|14262|5|21
ur.016243634717.40|NL|Europe & Central Asia|High income|United States|North America|High income|male|3814|1|2
ur.010336144117.61|IE|Europe & Central Asia|High income|United States|North America|High income|male|3814|1|2
ur.010150135675.07|TH|East Asia & Pacific|Upper middle income|United States|North America|High income||3814|1|2
ur.01220145704.12|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income|male|8508|3|6
ur.01012051421.43|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income||6102|2|4
ur.0635507064.16|SE|Europe & Central Asia|High income|United States|North America|High income|male|8939|3|3
ur.012073201224.71|IT|Europe & Central Asia|High income|United States|North America|High income||9089|3|4
ur.012723420263.77|IE|Europe & Central Asia|High income|United States|North America|High income|male|3759|1|6
ur.016237141226.56|NZ|East Asia & Pacific|High income|United States|North America|High income|male|3759|1|6
ur.011633267047.77|DK|Europe & Central Asia|High income|United States|North America|High income|male|3759|1|6
ur.014121365765.49|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||3759|1|6
ur.013143052077.40|CA|North America|High income|United States|North America|High income|male|3759|1|6
ur.07735535714.11|NZ|East Asia & Pacific|High income|United States|North America|High income|male|3759|1|6
ur.01157604740.78|IE|Europe & Central Asia|High income|United States|North America|High income||3759|1|6
ur.016603011744.36|US|North America|High income|United States|North America|High income|male|6586|2|1
ur.01330235722.25|IE|Europe & Central Asia|High income|United States|North America|High income|male|6465|2|1
ur.0673310411.84|PK|South Asia|Lower middle income|Pakistan|South Asia|Lower middle income|male|3741|1|1
ur.01107342035.04|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3733|1|5
ur.0674632425.14|CH|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||3733|1|5
ur.010114012515.58|BS|Latin America & Caribbean|High income|United Kingdom|Europe & Central Asia|High income|male|5831|2|0
ur.011446131722.34|CN|East Asia & Pacific|Upper middle income|France|Europe & Central Asia|High income||3717|1|2
ur.01254730246.03|FR|Europe & Central Asia|High income|France|Europe & Central Asia|High income||3717|1|2
ur.01252012543.62|RE|||France|Europe & Central Asia|High income||3717|1|2
ur.010473301513.98|NL|Europe & Central Asia|High income|Netherlands|Europe & Central Asia|High income|male|3714|1|0
ur.016012546611.81|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|3713|1|3
ur.016541704717.26|DE|Europe & Central Asia|High income|Israel|Middle East & North Africa|High income||3713|1|3
ur.0755016031.14|BJ|Sub-Saharan Africa|Lower middle income|France|Europe & Central Asia|High income|male|3713|1|3
ur.015267527106.14|IL|Middle East & North Africa|High income|United States|North America|High income|male|5863|2|4
ur.01025046563.71|US|North America|High income|United States|North America|High income|male|3697|1|0
ur.01054575033.37|CN|East Asia & Pacific|Upper middle income|United States|North America|High income||3696|1|4
ur.01166311277.79|NG|Sub-Saharan Africa|Lower middle income|United States|North America|High income||3696|1|4
ur.01231721600.58|MX|Latin America & Caribbean|Upper middle income|United States|North America|High income||3696|1|4
ur.013673252145.04|US|North America|High income|United Kingdom|Europe & Central Asia|High income|male|3690|1|2
ur.07473034632.18|FI|Europe & Central Asia|High income|India|South Asia|Lower middle income||3690|1|2
ur.010015731605.38|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|3690|1|2
ur.0747032744.26|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3687|1|3
ur.0643007425.84|RU|Europe & Central Asia|Upper middle income|United States|North America|High income|male|3687|1|3
ur.07535176235.12|BE|Europe & Central Asia|High income|United States|North America|High income|male|3682|1|2
ur.0661556110.12|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|female|3682|1|2
ur.015533747556.32|CN|East Asia & Pacific|Upper middle income|United Kingdom|Europe & Central Asia|High income|male|3682|1|2
ur.013327041724.61|DK|Europe & Central Asia|High income|United States|North America|High income|male|6599|2|2
ur.07373642424.97|IL|Middle East & North Africa|High income|United States|North America|High income|male|5985|2|0
ur.01247671700.50|BR|Latin America & Caribbean|Upper middle income|Italy|Europe & Central Asia|High income|male|3664|1|3
ur.010713120703.85|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|3664|1|3
ur.01031002727.49||||Italy|Europe & Central Asia|High income|male|3664|1|3
ur.010612565245.20|BR|Latin America & Caribbean|Upper middle income|Italy|Europe & Central Asia|High income|male|6372|2|4
ur.014526716301.17|AU|East Asia & Pacific|High income|France|Europe & Central Asia|High income|male|3653|1|1
ur.01277615621.64|IT|Europe & Central Asia|High income|Italy|Europe & Central Asia|High income|male|6864|2|3
ur.0770742160.37|GB|Europe & Central Asia|High income|France|Europe & Central Asia|High income||3648|1|4
ur.01012036005.40|SE|Europe & Central Asia|High income|France|Europe & Central Asia|High income||3648|1|4
ur.0650467137.39|DE|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|3648|1|4
ur.01365242335.84|US|North America|High income|France|Europe & Central Asia|High income||3648|1|4
ur.0733451477.69|CH|Europe & Central Asia|High income|France|Europe & Central Asia|High income||3648|1|4
ur.01271052670.17|IR|Middle East & North Africa|Lower middle income|United States|North America|High income|male|3648|1|0
ur.011402163665.54|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income||3631|1|2
ur.014345777317.56|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income||5903|2|2
ur.015102740243.07|RU|Europe & Central Asia|Upper middle income|Russia|Europe & Central Asia|Upper middle income||3631|1|2
ur.0714167574.29|RU|Europe & Central Asia|Upper middle income|United States|North America|High income|male|3629|1|0
ur.012562244647.24|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||3617|1|0
ur.01251142421.60|BY|Europe & Central Asia|Upper middle income|France|Europe & Central Asia|High income|male|3612|1|1
ur.07430114053.92|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||3607|1|1
ur.015004567525.58|AU|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|9529|3|4
ur.0643247410.85|IN|South Asia|Lower middle income|United States|North America|High income|male|3580|1|1
ur.010564533031.07|GB|Europe & Central Asia|High income|United States|North America|High income|male|3580|1|1
ur.010645752445.70|PY|Latin America & Caribbean|Upper middle income|United States|North America|High income||3575|1|0
ur.01263644004.97|ET|Sub-Saharan Africa|Low income|France|Europe & Central Asia|High income|male|6823|2|0
ur.0714500516.26|ZA|Sub-Saharan Africa|Upper middle income|United States|North America|High income|male|3568|1|3
ur.013150070613.88|IT|Europe & Central Asia|High income|United States|North America|High income||3568|1|3
ur.012137371515.19|IN|South Asia|Lower middle income|India|South Asia|Lower middle income||6605|2|4
ur.014557066737.07|JO|Middle East & North Africa|Lower middle income|United States|North America|High income|male|3568|1|0
ur.01145155511.47|LB|Middle East & North Africa|Lower middle income|France|Europe & Central Asia|High income|male|6142|2|4
ur.01261241000.72|IL|Middle East & North Africa|High income|United States|North America|High income|male|3555|1|3
ur.0605421611.65|DE|Europe & Central Asia|High income|France|Europe & Central Asia|High income|male|3555|1|3
ur.0743204061.52|IL|Middle East & North Africa|High income|France|Europe & Central Asia|High income|male|3555|1|3
ur.01150675150.49|HK|East Asia & Pacific|High income|United States|North America|High income||3544|1|0
ur.010426311041.46|US|North America|High income|United States|North America|High income||3534|1|6
ur.015406245631.62|DE|Europe & Central Asia|High income|United States|North America|High income||3534|1|6
ur.012252301341.93|GH|Sub-Saharan Africa|Lower middle income|United States|North America|High income||3534|1|6
ur.015170716445.22|NL|Europe & Central Asia|High income|United States|North America|High income||3534|1|6
ur.01261171567.25|US|North America|High income|United States|North America|High income||3534|1|6
ur.01200050267.21|TT|Latin America & Caribbean|High income|United States|North America|High income||3534|1|6
ur.01154573473.17|DE|Europe & Central Asia|High income|United States|North America|High income|male|6242|2|7
ur.07676630745.75|IN|South Asia|Lower middle income|United States|North America|High income|male|3523|1|0
ur.01016301243.44|AT|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3509|1|1
ur.0575545320.13|US|North America|High income|United States|North America|High income|male|3509|1|1
ur.014041016771.94|DK|Europe & Central Asia|High income|United States|North America|High income|male|3506|1|0
ur.01000602647.66|VN|East Asia & Pacific|Lower middle income|United States|North America|High income|male|6196|2|4
ur.014515335362.20|IL|Middle East & North Africa|High income|United States|North America|High income|male|6196|2|4
ur.01146660016.40|PH|East Asia & Pacific|Lower middle income|United States|North America|High income|male|6196|2|4
ur.01070230467.02|IL|Middle East & North Africa|High income|United States|North America|High income|male|3485|1|1
ur.073272306.52|JP|East Asia & Pacific|High income|Japan|East Asia & Pacific|High income|male|3485|1|1
ur.012574535206.16|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income||3481|1|2
ur.011770257755.91|RO|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|3481|1|2
ur.01346736374.16|US|North America|High income|United States|North America|High income|male|3479|1|1
ur.011171364507.38|MY|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3479|1|1
ur.01273746550.10|IL|Middle East & North Africa|High income|United States|North America|High income|male|3478|1|1
ur.016205246137.73|SE|Europe & Central Asia|High income|United States|North America|High income||3478|1|1
ur.012642302753.11|JP|East Asia & Pacific|High income|United States|North America|High income||3446|1|0
ur.0673330154.23|DK|Europe & Central Asia|High income|Denmark|Europe & Central Asia|High income|male|3445|1|4
ur.014306372301.78|ES|Europe & Central Asia|High income|Spain|Europe & Central Asia|High income|male|3445|1|4
ur.01253607046.07|ES|Europe & Central Asia|High income|Spain|Europe & Central Asia|High income|male|3445|1|4
ur.01043706024.36|NZ|East Asia & Pacific|High income|Denmark|Europe & Central Asia|High income|male|3445|1|4
ur.0775572624.89|DK|Europe & Central Asia|High income|Denmark|Europe & Central Asia|High income|male|3445|1|4
ur.07543154547.08|IL|Middle East & North Africa|High income|Israel|Middle East & North Africa|High income|male|5585|2|7
ur.01310037735.01|JP|East Asia & Pacific|High income|United States|North America|High income|male|3442|1|4
ur.013610457477.49|IL|Middle East & North Africa|High income|Switzerland|Europe & Central Asia|High income|male|3442|1|4
ur.01211761556.24|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|3434|1|1
ur.010263047541.21|CA|North America|High income|United States|North America|High income|male|3434|1|1
ur.016227610432.88|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|3427|1|3
ur.010615444303.31|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|3427|1|3
ur.016520027701.21|GB|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|3427|1|3
ur.014527163565.44|BE|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|3424|1|1
ur.010175614435.68|BE|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income||3424|1|1
ur.01135676635.50|BS|Latin America & Caribbean|High income|Canada|North America|High income|male|3420|1|1
ur.01301265102.22|US|North America|High income|Canada|North America|High income|male|3420|1|1
ur.012454576177.31|DE|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income||3407|1|1
ur.015324706405.19|FR|Europe & Central Asia|High income|Belgium|Europe & Central Asia|High income|male|3407|1|1
ur.01204647670.32|PL|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3383|1|0
ur.010001154103.66|PL|Europe & Central Asia|High income|United States|North America|High income|male|5829|2|1
ur.013006515364.52|GB|Europe & Central Asia|High income|United States|North America|High income|male|3372|1|1
ur.0645331224.80|TT|Latin America & Caribbean|High income|United States|North America|High income|male|3372|1|1
ur.0730153362.06|CI|Sub-Saharan Africa|Lower middle income|United States|North America|High income||3367|1|4
ur.01261516073.08|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||3367|1|4
ur.0722041004.14|DE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||3367|1|4
ur.0603562365.23|US|North America|High income|United States|North America|High income||3367|1|4
ur.01152516004.52|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||5711|2|5
ur.013751623607.58|GB|Europe & Central Asia|High income|United States|North America|High income||3365|1|1
ur.07351160547.29|IE|Europe & Central Asia|High income|United States|North America|High income|female|3365|1|1
ur.016026103644.95|US|North America|High income|United States|North America|High income|male|3360|1|0
ur.015136470627.39|IT|Europe & Central Asia|High income|Australia|East Asia & Pacific|High income||3351|1|0
ur.012074442350.74|US|North America|High income|United States|North America|High income||3343|1|0
ur.016236346653.36|NL|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|3328|1|5
ur.01154121002.13|CN|East Asia & Pacific|Upper middle income|Austria|Europe & Central Asia|High income|male|3328|1|5
ur.010063654761.00|CH|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|5399|2|10
ur.0726071432.57|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|3328|1|5
ur.01224661632.44|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|8063|3|18
ur.01245660376.59|AT|Europe & Central Asia|High income|Austria|Europe & Central Asia|High income|male|7466|3|13
ur.014711562142.32|JP|East Asia & Pacific|High income|United States|North America|High income||3328|1|6
ur.0654414774.02|TR|Europe & Central Asia|Upper middle income|United States|North America|High income||3328|1|6
ur.01260363106.84|AE|Middle East & North Africa|High income|United States|North America|High income||3328|1|6
ur.01210111011.25|DK|Europe & Central Asia|High income|United States|North America|High income||3328|1|6
ur.010071417274.67|KR|East Asia & Pacific|High income|United States|North America|High income||3328|1|6
ur.0723111645.28|DE|Europe & Central Asia|High income|United States|North America|High income||3328|1|6
ur.01176674610.06|TR|Europe & Central Asia|Upper middle income|United States|North America|High income||3328|1|6
ur.015022156663.21|NL|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|5418|2|0
ur.01267750761.00|SQ|||Belgium|Europe & Central Asia|High income|female|3322|1|0
ur.016504425631.25|IE|Europe & Central Asia|High income|United States|North America|High income|male|3315|1|2
ur.011316747253.35|NZ|East Asia & Pacific|High income|United States|North America|High income|male|3315|1|2
ur.0641243511.98|US|North America|High income|United States|North America|High income|male|5687|2|2
ur.01310552610.52|DE|Europe & Central Asia|High income|United States|North America|High income|male|3302|1|1
ur.0721173713.35|DE|Europe & Central Asia|High income|United States|North America|High income|male|3302|1|1
ur.013052153013.38|BD|South Asia|Lower middle income|United States|North America|High income|male|3289|1|0
ur.012270626577.35|JM|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|3279|1|2
ur.016175471623.22|DZ|Middle East & North Africa|Lower middle income|United States|North America|High income|male|3279|1|2
ur.01364353554.91|NZ|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|female|3279|1|2
ur.013050770257.93|PL|Europe & Central Asia|High income|||||3277|1|6
ur.010574720237.54|CA|North America|High income|United States|North America|High income||3277|1|6
ur.012006153270.47|PK|South Asia|Lower middle income|Germany|Europe & Central Asia|High income||3277|1|6
ur.01365075630.78|DE|Europe & Central Asia|High income|United States|North America|High income||3277|1|6
ur.013301140573.53|DK|Europe & Central Asia|High income|Norway|Europe & Central Asia|High income||3277|1|6
ur.014066643575.11|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||3277|1|6
ur.014514444003.82|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income||3277|1|6
ur.0765162732.05|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3275|1|6
ur.01177116444.12|IN|South Asia|Lower middle income|United States|North America|High income|male|3275|1|6
ur.0716173671.27|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3275|1|6
ur.01032445744.17|IE|Europe & Central Asia|High income|United States|North America|High income|female|3275|1|6
ur.0676344260.16|IL|Middle East & North Africa|High income|United States|North America|High income|male|3275|1|6
ur.012742162505.64|DE|Europe & Central Asia|High income|United States|North America|High income|male|3275|1|6
ur.01202577361.01|GR|Europe & Central Asia|High income|United States|North America|High income||3275|1|6
ur.011560577455.42|KR|East Asia & Pacific|High income|United States|North America|High income||3273|1|1
ur.01047540436.32|US|North America|High income|United States|North America|High income|male|3273|1|1
ur.010162065601.13|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income||3264|1|0
ur.01123333164.53|RU|Europe & Central Asia|Upper middle income|United States|North America|High income|male|5927|2|11
ur.01063355754.59|GB|Europe & Central Asia|High income|United States|North America|High income|male|3260|1|1
ur.0670455354.14|SQ|||United States|North America|High income|male|3260|1|1
ur.01070475172.28|FR|Europe & Central Asia|High income|Brazil|Latin America & Caribbean|Upper middle income||3258|1|3
ur.014576626722.48|PT|Europe & Central Asia|High income|Brazil|Latin America & Caribbean|Upper middle income||3258|1|3
ur.01106534704.27|DE|Europe & Central Asia|High income|United States|North America|High income|female|10263|4|8
ur.01226407050.99|DE|Europe & Central Asia|High income|United States|North America|High income|male|8165|3|8
ur.01114041455.07|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|5329|2|1
ur.013112521326.66|US|North America|High income|United States|North America|High income|male|3243|1|3
ur.012016251142.19|IE|Europe & Central Asia|High income|United States|North America|High income|male|3243|1|3
ur.013703544426.46|UA|Europe & Central Asia|Lower middle income|United States|North America|High income|male|6084|2|4
ur.015236471573.65|JP|East Asia & Pacific|High income|United States|North America|High income|male|3243|1|3
ur.013227571555.01|IT|Europe & Central Asia|High income|Switzerland|Europe & Central Asia|High income|male|3239|1|0
ur.011364627073.63|JP|East Asia & Pacific|High income|United States|North America|High income|male|3235|1|1
ur.013755074444.51|US|North America|High income|United States|North America|High income|male|3235|1|1
ur.0707672005.63|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3233|1|5
ur.01076137154.48|VN|East Asia & Pacific|Lower middle income|United States|North America|High income||3233|1|5
ur.015213542313.45|IL|Middle East & North Africa|High income|United States|North America|High income|male|3231|1|1
ur.0710626145.29|DE|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|3220|1|0
ur.0762146762.69|AT|Europe & Central Asia|High income|Canada|North America|High income|male|3217|1|1
ur.016521022424.68|KE|Sub-Saharan Africa|Lower middle income|Canada|North America|High income|male|3217|1|1
ur.0673313334.16|PK|South Asia|Lower middle income|United States|North America|High income|male|3211|1|2
ur.016100473611.15|CN|East Asia & Pacific|Upper middle income|United States|North America|High income|male|3211|1|2
ur.012343072047.69|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|3211|1|5
ur.016701454541.72|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|female|3211|1|5
ur.0776126437.57|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income||3211|1|5
ur.0765424440.27|CN|East Asia & Pacific|Upper middle income|China|East Asia & Pacific|Upper middle income|male|3211|1|5
ur.012265405032.57|IN|South Asia|Lower middle income|United States|North America|High income|male|3207|1|1
ur.0673702636.75|HR|Europe & Central Asia|High income|United States|North America|High income|male|3207|1|1
ur.01142746361.75|NZ|East Asia & Pacific|High income|United States|North America|High income|female|5869|2|2
ur.013112236513.87|IN|South Asia|Lower middle income|United States|North America|High income|male|5869|2|2
ur.01302564017.43|RO|Europe & Central Asia|High income|United States|North America|High income|male|3206|1|2
ur.01326450013.84|IE|Europe & Central Asia|High income|United States|North America|High income||3206|1|2
ur.016443656152.95|VN|East Asia & Pacific|Lower middle income|United States|North America|High income|male|3201|1|1
ur.01055503512.44|NZ|East Asia & Pacific|High income|France|Europe & Central Asia|High income|male|3197|1|2
ur.0705313340.87|FR|Europe & Central Asia|High income|Finland|Europe & Central Asia|High income||3197|1|2
ur.012400161335.81|NL|Europe & Central Asia|High income|New Zealand|East Asia & Pacific|High income|male|3197|1|2
ur.016143132161.38|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||3195|1|1
ur.016630600011.00|SE|Europe & Central Asia|High income|Sweden|Europe & Central Asia|High income||3195|1|1
ur.0602433560.76|RO|Europe & Central Asia|High income|United States|North America|High income|male|3190|1|0
ur.01306513376.45|BR|Latin America & Caribbean|Upper middle income|United States|North America|High income|male|3186|1|1
ur.011321570064.38|BM|North America|High income|United States|North America|High income|male|3185|1|0
ur.013665214505.27|DK|Europe & Central Asia|High income|United States|North America|High income|male|3178|1|0
ur.014352605456.00|RU|Europe & Central Asia|Upper middle income|United States|North America|High income||3162|1|3
ur.01116132271.66|MG|Sub-Saharan Africa|Low income|United States|North America|High income|male|3162|1|3
ur.0656621467.96|DE|Europe & Central Asia|High income|United States|North America|High income|male|5241|2|4
ur.01205465236.40|SE|Europe & Central Asia|High income|United States|North America|High income|male|3162|1|3
ur.0630652063.31|DE|Europe & Central Asia|High income|Germany|Europe & Central Asia|High income|male|3143|1|2
ur.01312720324.60|TR|Europe & Central Asia|Upper middle income|Switzerland|Europe & Central Asia|High income|male|3143|1|2
ur.016311340167.93|CY|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|3143|1|2
ur.01161070716.44|PL|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|3140|1|1
ur.0624720046.26|MM|East Asia & Pacific|Lower middle income|United Kingdom|Europe & Central Asia|High income|male|3140|1|1
ur.0625726750.90|AU|East Asia & Pacific|High income|United Kingdom|Europe & Central Asia|High income|male|3134|1|7
ur.0612527002.39|US|North America|High income|United States|North America|High income|male|3134|1|7
ur.01170271720.20|NL|Europe & Central Asia|High income|United Kingdom|Europe & Central Asia|High income|male|3134|1|7
ur.01021355352.49|US|North America|High income|United States|North America|High income|male|3134|1|7
ur.01170440242.54|IL|Middle East & North Africa|High income|United States|North America|High income|male|3134|1|7
